revised   word
barry brary
Bradford bradford
ratepayers rate-payers
Bradford bradford
salisbury salisburys
considerate considerthe
Jourdan jourdan
protect protecwe
ton tion
verb tvebb
rustic ristic
advance advanthe
conical convical
tons tions
command someand
politicians politicans
municipal unmunicipal
individ indivia
countryish countryis
demonland demoland
deathrate death-rate
of 83
of 21
contre conthe
IU iu
amply amply-
lie tlie
HMS hms
revoir recoir
zanzibar zanzibaf
homeland home-land
a 6
myoma mmoja
seamen siamhn
a 0
Pemba pemba
Zanzibari zanzibars
cuelles chelles
Durban durban
will wilj
rewards reards
Lloyd lloyd
Mathews mathews
with 24th
cast ccast
Barros barrosa
harding hardingo
hims hbms
as ns
facilities faciliting
Exeter exeter
Pemba pemba
Pemba pemba
singlehanded single-handed
nice ncie
solicit soeicti
lascars lascaris
Illingworth illingworth
heinous heinon
took tobook
Reid reid
rcvr rcvd
lascars lascari
mitten mittee
camping campin
khojas khojahs
Tharia tharia
degree dewjee
Mubarak mbarak
Rashid raschid
a 0
fibra frbra
Lloyd lloyd
Mathews mathews
askaris iskaris
hani hanji
Mubarak mbarak
Rashid raschid
muco ouco
Pemba pemba
Ali ali
Pemba pemba
Muftat muftah
lascars lascari
a 4
sg 1s9g
a 4
agency agenc7
Muftat muftah
Pemba pemba
Ali ali
cocoanut cocoa-nut
Abdulla abdulla
Ali ali
osullivan osullivans
Mame mame
Muftat muftah
Muftat muftah
accused accuseds
chase chake
chase chake
Muftat muftah
accused accuseds
under unaer
Muftat muftah
Abdulla abdulla
Ali ali
a 7
Pemba pemba
and 2nd
of 25
g 2g
of 27
of 28
of 29
I 1
with 29th
morning mornin
a 6
a 7
a 7
a 8
a 9
of 10
of 48
of 28
a 9
of 54
of 53
of 16
I 1
a 6
a 7
a 8
a 8
a 9
of 10
I 1
of 29
a 7
of 48
of 31
of 22
of 31
of 10
with 17th
of 10
th 4th
note notea
Vibram visram
Morini morani
Tish tish
Geber ueber
ZT zt
hinders inders
of 20
Jamar jamiar
Worden worden
Murmi murji
our zur
drunken derungen
of 15
MHR uhr
form vorm
saeter spaeter
night niebt
our zur
Geber ueber
of 16
a 9
MHR uhr
form vorm
Baras barasa
Kaden kaben
linen einen
entendent entsenden
drunken derungen
ten rten
of 30
january januar
strange strantz
Illingworth illingworth
of 16
a 9
a 0
rami jrami
of 26
of 29
a 2
of 28
of 27
of 16
a 9
a 0
of 10
a 9
a 0
of 16
a 9
a 0
of 16
a 0
a 0
of 16
a 9
a 0
I 1
TDL rtdl
quit qyii
lui uli
Akiak aqiak
Yuu yuu
airy aircy
tidy idy
rej srej
MITI miji
chi vjhi
a 3
soul s4sl
CLLI clldi
spirit sriril
evil evit
ill illl
probate probatve
and axd
for ffwr
I 1
Vibram visram
Morini morani
zihar zibar
Merari merali
Vibram visram
zihar zibar
Vibram visram
Morini morani
norman nariman
silence bshlence
Tharia tharia
topas topans
steamers steamers3
a 0
a 9
a 8
I 1
RHC hhc
jnd jnjd
of 11
th 4th
Menelik meneliks
Simons simons
of 60
th 5th
sloans shoans
italians talians
pointblank point-blank
th 6th
Crispi crispi
parading paradings
th 7th
chief chiet
Crispi crispi
ricotta ricotti
Rudin rudini
cimier cimiez
Rudin rudini
ricotta ricotti
chambers chamberss
journal journol
coastlands coast-lands
three threa
sloans shoans
th 9th
Faure faure
aright adrigat
Kassala kassala
Asmara asmara
Menelik menelik
Kassala kassala
parading paradings
ricotta ricotti
Rudin rudini
with 10th
novo novoe
Menelik menelik
parading paradings
