revised   word
tetani yerani
Pemba pemba
red revd
of 31
steamer stamer
Gounod gounod
of 16
of 11
major maior
Reichstag reichstag
judas jjuwdas
JJ jj
Dundas dundas
nazi mnazi
Moia mmoia
smriti smrifi
pure pnre
hand hnnf
nazi mnazi
myoma mmoja
bateman batemam
Dundas duudas
Dundas dundas
are arc
est 1st
Thu thu
eliding elidini
rifles eifles
leucin lehuin
Marsland marsland
bedstead boustead
tidley eidley
Percy percy
Johnstone johnstone
seychelles seycheles
base basa
Saghalien saghalien
bouts bouis
with 26th
with 27th
actual mctul
pardon mardon
Holley hobley
trail traill
for 31r
Lloyd lloyd
Mathews mathews
of 15
Macdonald macdonald
Andrade andrade
young yoimg
a 2
with 28th
gross grioss
Mackey mackey
motherly hotherley
Colson colsoy
remain lehain
marshal marslaml
Johnstone johnstone
boubas bouzas
ISS iss
messenger hersenger
safari scfari
and 2nd
and 2nd
kiswa kilwa
Pemba pemba
Wetherby netherby
of ofb
stamba sbamba
value valee
gnatoo natoo
titi tliji
gazette iazettb
Hedjaz hedjaz
rd 3rd
caravans caravuns
Hedjaz hedjaz
Reuter reuter
th 1th
neuters eeuters
Dordrecht dordrecht
th 5th
better beuter
th 5th
gathered gataere
Stormberg stormherg
Reuters reuters
rd 3rd
french frenchs
has lias
additional additionail
Stormberg stormberg
th 4th
bushment bushmens
b 2b
occurred oocured
be bei
diese diesem
consult konsulat
fuerte fuehrte
fur fuer
offense oifene
kiswa kilwa
and und
of 14
Mann mann
mombasa mombassa
a 5
Maera maerz
protura prokura
a 5
Maera maerz
Lau lauu
wellknown well-known
handarm andarm
ellas mellas
relations ralations
th 8th
th 5th
ellas mellas
ellas mellas
ellas mellas
ich iih
yt ytj
hug hmg
view viw
CTIO ctio
Dli dli
owl cwl
amid tmid
syria syrhi
under unter
of 15
a 5
Maera maerz
you jou
ptui ctui
RJ rj
jail jyjil
ICU ucu
Kaufmann kaufmann
uric urir
protura prokura
SLC slc1
mombasa mombassa
working wirkung
VOM vom
a 5
Maera maerz
Worden worden
Riha rihq
DH dh
JJ 3jj
yaw yqaw
felo ifeoo
did dlidl
did 0dld
flirt flrrt
Ri 4ri
a 5
Maera maerz
consul kousul
aside asiij
Jl jl
adj ajj
itai i5ai
abac ibac
SOR sor
last iast
makara makaar
of 37
Ladysmith ladysmith
Ladysmith ladysmith
NFS nf3
scar sgar
model mdel
wine w1ne
Ladysmith ladysmith
Drakensberg drakensberg
from from1
kit kjt
Vitoria vitoria
west west6
rebellious rebelll0us
about abont
with 12th
Sth sth
wednesday wednesdav
of 10
gathered gataere
Norval norval
over rver
th 6th
with 10th
stern steyn
Kruger kruger
Reuter reuter
th 6th
priest prieska
of 95
Aar aar
Reuter reuter
th 8th
Reuter reuter
Dinin disin
gave gaue
Pola popla
i 0i
stern steyn
Kruger kruger
enemy e5fmy
headdress head-dress
th 7th
utmost utmnsi
in i16
last lnst
will 3il3
their tkeir
kenny kennys
th 7th
formidable toimidable
forty fourty
the thf
needed ceeded
Norton northon
with 11th
bl fbl
Fiume fioume
input inluth
pantry fantry
collides colviles
divine divithe
Sions sions
moving movin
fight fightmg
Essex essex
enemy enemv
I 1
zulu izulu
latish lntish
with 11th
