revised   word
a 2
Harbona harbonl
a 0
favella fasella
HMS hms
I 1
Kismayu ikismayu
feb jfeb
of 13
ILS ils
of 24
of 20
a 5
of 29
a 3
of 92
of 30
a 3
officer ollicer
dress mresks
invigorates invigoratesj
a 2
cacoepy acoepy
I 1
having hnvinc
Brooke brooke
twist tcistr
Brooke brooke
scald swald
rd 3rd
th 8th
must iust
with 30th
with 12th
and 22nd
leave levvk
of 12
of 12
a 9
a 7
a 4
a 2
jug julg
of 30
of 27
august auyust
of 21
of 22
of 10
a 3
of 81
of 29
Frida frida
of 28
to 2o
of 23
of 20
I 1
a 7
september septembci
of 13
timber ctiiber
of 10
a 8
I 1
december fecember
Allx adlx
a 4
a 8
anarch alarch
a 4
a 9
anarch alarch
of 10
alares alareh
j j3
a 3
I 1
of 29
of 27
of 24
of 21
monday alonday
a 8
ovoid ocvoi
MHE mhe
MLV mlv
a 4
ally aluy
of 30
of 28
a 2
of 22
Une une
I 1
Une une
of 11
alas alav
gweduc weduc
a 9
a 7
july julv
a 4
aug augu
I 1
sent senl
of 19
actual uctula
november xovember
of 14
ce cem
of 21
a 2
Dav dav
amber mber
d 2d
of 23
of 23
of 20
a 1a
of 12
of 11
friday friilay
a 8
of 31
I 1
us dus
meager meamrr
aren auen
est 1st
I 1
est 1st
pirate siratme
of 00
lanum lanuo
hao 8ao
and ami
are arc
their uieir
a 0
of 10
a 0
jess jeyss
of 13
a 3
of 11
with 27th
with 28th
made mahe
diego di6go
Suarez suarez
reunion jieunion
Comoro comoro
Majunga majunga
Suarez suarez
a 3
with 25th
est 1st
and 2nd
is ies
know knowr
ants knts
publication pubdication
gold golj
russell fussell
tiros tbros
Je 11je
hue ihue
end eed
a 4
gajos ajos
fit fti
amis kmis
nF nf
tissu timsu
compound compouna
Lamut lamtt
th 4th
JC jc
heh 1heh
application applicatitt
is 7is
published publisehd
bedstead benstead
nazi mnazi
myoma mmoja
a 0
of 50
a 9
ff f5
a 0
of 37
a 0
of 75
I 1
of 50
a 0
of 25
of 12
march mnrcu
a 3
of 13
Talati talati
thinks hinks
exquisites eequisites
rubber eubber
blunders blundells
in ine
condenser cjondenser
workshop woikshop
base basa
guarantee guaranted
RW rw
months jnths
berlins berlains
gin gic
zanzibar lzanzibar
Perrins perrins
hythe hmthe
bookbinding book-binding
Grayville grayville
Rhoeo rhoea
has lias
stomach otomach
Colman colmans
I 1
azure j1zure
storm stxzm
a 3
I 1
I 1
VW vw
zant zanz
moderate modeeate
jejune jfjune
necktie vecktij
proprietor tropxietor
seemed seyyed
Ali ali
hamous hamoud
tortoiseshell tortoise-shell
bone ebone
given piven
every everv
effort efibrt
give pive
satisfaction satistactlon
inlaid inlain
ro rjo
a 6
Chatham chatham
slam salam
kark karki
cautious cautiomsd
suis s0is
obruk obiuk
trade traoe
ilii imii
Lucca pucca
irate idrabe
was wfjs
best fbest
feff fefc
cane canbe
corn coru
lie tlie
cases ases
of 70
Wilkinson wilkinsons
Gy gy
evident bvideno
cannot cnnrt
sher slher
KCSI fcsi
dared dprsed
down dowo
Wilkinson wilkinsons
dangerous dangerouo
hundreds hundrods
keening keenine
instant ikstant
fowells powells
folds f1colds
sn sn8
far fa4
mark imark
chemmy chemmi
Yuu yuu
urth urtlh
akov aoov
of 10
a 8
Afrika afrika
new iew
pottaro eottaro
ESI esi
I 1
Knt knt
rise aise1
adolph adotph
parel prael
window windiu
loth llth
starch atarch
est 1st
asiarch aiarch
president praesident
th hth
istle istli
alares alareh
I 1
president praesident
Gertrud gertrud
Sth sth
I 1
it iet
loth llth
limli litli
IMT imth
convinces consionces
Oken oken
custom costom
whatsoever wnatsoevor
Afrika afrika
address adduess
ally alty
wilk iwlk
Lloyd lloyds
Pemba pemba
tax jaxj
box bfx
martyr myrthyr
oil oiz
alexander ofalexander
Ferguson fergusson
McCall mccall
Jas jas
Jas jas
of 10
of 12
rd 3rd
of 47
scott seott
Dickson dickson
Cleland cleland
view vifw
Dickson dickson
th 4th
Asquith asquith
navy kavy
belts velts
with 15th
th 5th
CN cn
th 5th
Edinburg edinburg
Lewan lewar
both oth
Lewan lewar
th 4th
Biarritz biarritz
semiofficial semi-official
Servia servia
Servia servia
servian servians
Drina drina
Lewan lewar
Servia servia
Haldane haldane
Sergias servias
CN cn
Biarritz biarritz
tath tlth
announces annouces
Ferdinand ferdinand
bucharest bukharest
