revised   word
Kiho kihv
Percy percy
anderson audorson
Aimo waimo
Acworth achworth
jailer jafler
stab stabb
Jilly jilly
Husein husein
jump juma
bosquet bonsquet
of 70
of 40
Oswald oswald
Pemba pemba
SSS ss1
abbasi abbass
of 13
of 18
of 24
of 24
of 25
of 25
of 26
of 20
a 2
of 24
of 26
of 28
of 27
of 27
of 27
of 28
Harbot harbot
Baptista baptista
Andrade andrade
HMS hmsi
Willard tillard
EIN ein
SSF smf
castanets castagneto
Moniz moniz
a 4
of 21
of 21
of 88
of 50
Agnew agnew
far faf
outers bouters
telegrams celegrams
th 5th
naevi navvij
georgia georgii
of 24
Curzon curzon
Tiwas itiwas
Soudanese soudanese
Swahilis swahilis
Macdonald macdonald
Macdonald macdonalds
sooner sioner
Macdonald macdonald
of 71
of 47
HMS hms
HMS hms
negotiating negociating
Reuters reuters
powerful powerfull
Ashmead ashmead
independence independance
bile bilee
Humbert humbert
th 7th
Atbara atbara
Reuters reuters
Lugar lugard
piquant piequart
stuff 8tuff
begun begouen
transferred transfered
caquet naquet
piquant picquart
Esterhazy esterhazys
challenge challangev
I 1
Sokoto socoto
thomas thumhas
Reuters reuters
negotiating negociatiug
Thur thur
cavaletti cavalotti
macoya macola
th 8th
negotiating negociating
Curzon curzon
introd introdu
appropriating approprieting
of 50
course courseof
negotiations negociations
Sokoto sokoto
