revised   word
ganda gando
mahometan mahomedan
any pany
embryo emirto
Nupe nupe
Nupe nupe
foussa boussa
been beeu
with ith
pupil nupii
foussa boussa
Ilorin ilorin
mokum makum
Dupo nupo
kuba kubha
SOF isof
noncombatant non-combatant
amount nmount
a 0
kubba knbba
out outh
Nupe nupe
Nupe nupe
Dupo nupo
nothing nothin
Mahometans mahomedans
Mahometans mahomedans
are arc
of 10
the thei
coast coast1
hrs hr1
and ami
I 1
Bini ubini
add addo
of 50
Jeris jekris
southwest south-west
sobs sobos
mains mahins
Jeris jekris
Jeri jekri
sobs sobos
Jeri jekri
of 10
ft 5ft
society sociely
amula amuma
naan nanan
a 3
ft 3ft
and ami
Bonina bonin
of 30
of 40
nigra nigru
Mowbray mowbray
house househe
a 3
of 58
I 1
Johnston johnston
IU iu
Ngoni angoni
IU iu
executed executeda
of 58
may mey
villagers villaers
VN vn
ni nri
rip rxp
Ngoni angoni
unsheathe unsheath
burst urst
Oita oita
cuculus cuulus
rise riie
niger iniger
Zambesi zambesi
WV wv
of olf
Ormond ormon
a 3
tmv tlmv
useful uieful
parallel patallel
IU iu
dele decle
wellknown well-known
iron irnn
traveler travelier
IU iu
Johnston johnston
Livingstone livingstone
Zambesi zambesi
huge ihuce
Speke speke
Kirk kirk
Maloney moloney
Zambesi zambesi
groundnut ground-nut
rail rali
Stamford stamford
Reuters reuters
rhodes rhodess
matters latters
Kruger kruger
demands demandsin
sort sbrt
Kruger kruger
maritimes maritimcs
with 39th
beetroot beet-root
troopship troop-ship
with 18th
with 60th
with 13th
Phillipe phillipe
forepart fore-part
with 18th
throughout throughour
Phillipe phillipe
a 3
anti anci
overboard over-board
a 4
Phillipe phillipe
lie tlie
rimer rimnr
state fstate
fire fireo
cartloads cart-loads
Phillipe phillipe
a 7
unsuccessful nn-successful
Colletia colletsa
shipwrecked ship-wrecked
with 26th
of 20
valuable viluuble
Hehe hehe
the tht
mattered matterand
majority inajority
mud muv
Ve vz
vicia vvcia
poem ptemu
a 9
of 18
tumour teaour
up u36
vaso vao
vaso vao
of 50
kilos kilogs
phoebe phcebe
majesty majestys
price phicbe
Cardew cardew
entry entiy
Loanda loanda
Palmas palmas
with 25th
Rockton rocktown
Palmas palmas
returned renuuned
Rockton rocktown
scuft scufc
are arc
states statesof
Lia lia
farmers farmore
I 1
was 30s
was 28s
d 6d
was 29s
d 6d
to 4dto
SJD 4jd
according acoording
d 5d
was 32s
was 32s
d 6d
was 29s
grf 6rf
was 31s
was 33s
was 34s
a 3
a 3
of 18
jr 4jr7
of 2f
d 2d
SJD 2jd
d 2d
of 23
DFI 2fi
a 2
nez 26z
JJ 2jj
of 23
a 2
Pei pei
if eif
was 30s
was 35s
a 9
vanillate vanillathe
prices brices
of 10
is 2s
is 3s
with 17th
as ns
patient jatient
himself liimself
pain paiii
body bodyhe
dear vear
be ibe
mild wmild
nooning noonind
we wx
JSD js6
zion zaion
a 6
cass c0ss
actions ctzons
reeds reees
I 1
proslavery pro-slavery
Festina fesiina
office offiit
coal cial
wife wifeof
seidels seigels
soirees soigels
a 8
hilly hilgay
witnesses witnessses
kings nings
seidels seigels
lascars lascari
Bournemouth bournemouth
and 2nd
bridegroom bride-groom
Homs hbms
Estell kestell
harding hardinge
Homs hbms
foins fonns
th 4th
facsimile fac-simile
are arc
hoardings hardings
Chwana chwaka
air 3ir
antislavery anti-slavery
antislavery anti-slavery
Othe onthe
red revd
sanctuary sanetury
church churchs
occasion oecasion
a 0
NIR nir
finite fiuite
senders sendees
intended ntended
lascars lascaris
a 3
mahometan mahomedan
a 4
kills kiccls
days dajs
moor mooro
twas tvas
Stoddart stoddart
having havisg
leavetaking leave-taking
so seo
morning mornnij
a 3
a 3
of 59
a 4
of 38
a 5
a 9
of 39
a 9
of 38
a 7
Agnew agnew
of 37
of 19
of 64
of 24
of 54
of 24
of 53
a 3
a 4
a 4
a 5
a 6
a 6
a 6
est 1st
of 17
of 23
leg 80g
of 24
of 25
of 26
of 27
of 28
to 00o
thursday thnraday
I 1
meekly eekly
with 28th
charlesworth fcharlesworth
of 24
of 25
of 26
of 27
I 1
a 2
of 15
of 15
of 15
of 12
of 12
of 12
a 0
of 13
a 0
of 15
of 15
of 13
a 0
of 15
of 13
cathedral cathedral1
Talati talati
barrat barratt
raw rawa
a 15a
HMS hms
HMS hms
HMS hms
rd 3rd
learn lenrn
are arc
Rora riora
est 1st
I 1
art urt
with 20th
and 22nd
a 4
I 1
the jthe
I 1
holy hoiy
mattins mat-tins
a 6
of 45
of 12
of 12
dolor dolsr
stat stpt
rule rjl0
mrs mrsi
rail rlil
to t2
strip sitri2
a 2
Hu hu
still ctisl
HSP hsl
SRM srj
hall hlal
ill illc
itll itlw
a 7
RLC rlc
illust illuet
a 3
RL rl
I 1
rd 3rd
Canea canea
has lias
gendarmes gendaranes
cunea cnnea
th 4th
Seline selino
negotiations negociations
lie tlie
I 1
th 5th
reject rejecl
has lias
lie tlie
archbishop archbbishop
Cretans cretans
barbate barbato
money monev
th 6th
of 10
with 15th
Thessalian thessalian
turkish tuikish
th 8th
Seline selino
Mussulmans mussulmans
Reichstag reichstag
Hyeres hveres
unto uoto
has lias
and ami
th 9th
coerce tocoerce
Piraeus piraeus
Curzon curzon
a 0
tons tions
of 01
Dav dav
it itr
restrictions restrictionson
and anv
