revised   word
Mathews mathews
with 27th
of 11
Zanzibaris zanzibars
with 25th
Strickland strickland
word 23rd
february februarj
DRMU drsu
undo u4dm
vital yitdl
RTLS rtlo
toft 5toft
yard yurdl
suit sutbi
ilii hihii
war wanr
a 4
with 24th
with 24th
capital captal
tens tns
nyanza nyanzu
Barna barnwa
Cato cato
kiliwa kilwa
Emin emin
Madura madura
ananda lnanda
bulky bulkly
pulley puxley
Ali ali
maimed mahmed
hooven hoosen
maimed mahmed
Yusem yusef
bombay bomhav
a 4
a 4
avern avenn
Griggs groiggs
I 1
beader benader
of 10
a 5
a 5
a 2
a 5
a 9
of 12
of 12
of 15
if ifi
if ifi
if ifi
of 18
of 18
of 20
of 19
of 21
of 17
of 17
of 17
of 18
of 21
Pemba pemba
mombasa mombassa
of 11
Pemba pemba
of 24
of 17
of 12
state staty
jo jko
harding hardinge
sort 1ort
I 1
est 1st
hopes jxopes
of 45
at axt
a 5
and 2nd
with 24th
and 2nd
Reuters reuters
Damaraland damaraland
germans germanys
word 23rd
Lobengula lobengulas
Isaacs isaacs
with 29th
Macdonald macdonald
tea teixa
JV jv1
slavery slaverv
j j1
and an1
Lapham laptam
THC thc
Lubet laubet
Pemba pemba
with 17th
client lient
pennes ennes
Zambesi zambesi
tinning tinuing
majesty majestys
remember rmember
the tbe
torpedoes trpedoes
her hmr
officer offiei
curse cunse
after aftr
to t3
ridably ribably
un unf
yrent yrsent
ire irj
words wcrdi
curling rcirling
jors jorj
ill ial
account nccouht
OCAM ocim
price rruice
HMS hms
gryfon grffon
morning mrraing
with 17th
reaching raching
Pemba pemba
Myles myles
preceded pocceded
senior seiioh
rid frid
I 1
after afttr
RJE rje
run rtun
rindy arindy
GTS gtsr
caulks caulkf
Sev sev
dry rdy
astun aslun
of 80
men menr
groomed kroomen
ton rtfon
IOD iod
with 27th
YSO yspo
Ji ji
Reichstag reichstag
the fhe
fund funird
zanzibar zanzibir
Madura madura
with 27th
lamp lamu
ures urjes
tied tiedo
kinds knndns
I 1
it iat
Bennett bennett
roupier rouvier
has lias
Flintshire flintshire
of 47
amazons amazone
with 21th
formed forwoed
mr mrv
Oswald ohswald
ferrer ferrers
Nicholson nicholson
Payne payne
Wilde wilde
maria taria
Mopan topan
lgth 2gth
Fullerton fullerton
HMS hms
Bourke bourke
with 24th
Myles myles
HMS hms
HMS hms
with 25th
outrages utrages
regulations rignlations
a 7
dotard dodard
which wuich
Paya payab
CMS cmas
Strickland 8trickland
Liu liuh
cfd cfdl
Ahl ahl
of 77
IMSL imsil
UCI u4i
if ifm
dull dlmul
sous ssus
FFI dffi
SME sm5
his hii
shi shwi
a 7
tu tnu
short vhtrt
igni igthi
had hfd
Cheney cheney
squad wsguad
indiv fndiv
naily ntily
go mgo
in ih
able ayle
Ferreira fereira
addressed tddressed
of 22
Irl irl
february februarij
marian nariman
Tharia tharia
topics topaiis
a 7
zest zes1
celebration ceiebraton
lei tlei
of 10
be bej
in 18in
in 12in
of 81
of 12
photolithographed photo-lithographed
of 10
a 7
I 1
received receivid
