revised   word
harbinge hardinge
bliss aliss
harding hardingc
farce farcweu
Pennell eennell
had hai
Lloyd lloyd
minister alinister
ab avb
Strickland strickland
smytries smythies
Hornby hornby
verities versities
Hornby hornby
smytries smythies
win wiu
unite unte
Hornby hornby
nyasaland nyassaland
anarch alarch
with 12th
win wiu
a 7
adorning alorning
win wiu
a 4
lament nament
cordage pordage
Sth sth
anarch alarch
a 9
a 4
nazi mnazi
aloha aloja
twain thwain
has ha1s
Kismayu kismayu
his hais
his hais
I 1
headquarters head-quarters
a 2
of 21
th 4h
flail sfltil
a 8
HIH hih
Atco atcr
a 5
of 11
fell fedl
Ohl hhl
higi hihi
a 6
thornbushes thorn-bushes
Baluchis bcluchis
kamba mkamba
kamba mkamba
save tsavo
kamba mkamba
frame frameof
lie tlie
BLE ble
wili witli
Kilung kilungu
dense dence
Tacita tcita
proved proed
eminent minent
devas desas
naveta taveta
eruptions criptions
with 27th
followed follomed
which mhich
moist moimt
save tsavo
Kibwezi kibuezi
of 57
NDI ndi
parklike park-like
northeast north-east
thornbushes thorn-bushes
save tsavo
Kibwezi kibwczi
of 30
which mhich
void voi
with 28th
save tsavo
Kibwezi kibwezi
funkia funika
narrow norrow
Sions sions
user useri
northeast north-east
eastwards eastmards
Moffat moffat
however homever
with mith
THI athi
which mhich
which mhich
of 16
Melinda melindi
has lias
save tsavo
nevertheless neverthesss
thornbushes thorn-bushes
whilst mhilst
agriculture agricubture
grown grow1
HMS hms
Kismayu kismayu
londoners londonrs
th gth
a 8
a 8
of 24
of 24
go 8g9
of 87
go 8g5
felt fel
of 28
I 1
a 2
a 8
a 4
a 5
means meaus
a 0
of 21
lily lhily
stoff stoffi
HH hh
Ali hli
Mio uio
toil tohl
Irl irl
s s5
HRH hrh
CFL cfl
of 51
unl uhl
who whl
he h13
muff mufl
CFL cfl
shih shihi
of 41
Icel i4cfl
let 4let
shul ihul
a 4
u 4u
hotel hltjl
soil shil
Icel ijcfl
hili rili
martyr mlrtr
a 4
uphill ulhlil
hut hul
a 8
rise 4risi
lo ulo
the 7thl
limit oimii
a 6
hlqn hlqi
CCIR cyir
hill hikl
til t4l
a 8
HLL hll
tical ticfl
yet ylty
still siifl
ill ihllu
haul hhul
Uluru cluru
ch clh
ICI i4i
ohio hhioi
you 41u
thrill thriyi
Ul ul
UU uu
of 43
shed shld
of 41
yet ylt
self sflj
HLC hlct
for 31r
high hk4h
hill hicfl
act acg
hindu hih5u
lit lict
a 8
th 41h
ouh 5uh
a 8
Hu hu
said shid
too 3oo
hill huilll
chi cihi
old olu
ll lljs
Oulu oflu
chi hhi
elm 4lm
ill ijl
HIH hih
a 8
HLL hltl
out oul
PITI eitii
OIU ofiu
Hsu hlu
Oulu oflu
OIU ofiu
of 41
HIH hih
high hihhl
a 8
CIU ciu
chill cdhcll
a 8
effs yffs
awls ahls
Oulu oflu
Hsu hhu
but 5ut
TDL ctdl
act ajhct
PITI 4iui
Hauula hauulu
ll 8l
of 10
lasa liasa
empty emmtiy
scarcity scaicity
I 1
I 1
nazi nzai
a 8
Kibwezi kibwesi
company companys
chaos chakos
his hiis
been heen
Nani nani
lies xliey
origin jiigin
out outj
company companys
puteli piteli
kivu tivu
rises rihes
I 1
nazi nzai
I 1
I 1
prepared propared
as ns
VX vxd
administration admixistration
Thu thu
word 23rd
pht dpht
tm tmi
mahomet mahomed
with 27th
with 28th
of 20
Pemba pemba
with 27th
and 2nd
rd 3rd
with 16th
Baughman baughan
th 8th
martyr merthyr
targes tiarges
toran topan
still rtlil
CTM ctm
ll 3l
houri hmuri
ISI isi
th 8th
Schein schein
be bei
of 63
of 50
of 41
of 25
of 10
of 30
of 40
of 55
of 85
go 1g6
AMD amd
a 5
with 10th
instant instanf
Souza dsouza
Ribero ribeiro
with 28th
Percy percy
Vibram vi8ram
abraham ebrah1m
company companys
with 11th
ink nik
easy ejaoy
noir njir
subside susidl
small smtlk
lie ilie
chisel ciisfl
elk hlk
shall snhcll
hard hlrdl
col ctl
TDL t3dl
RSL rrsl
let lrt
dirt 6irt
scott sddtt
clam cldm
rrrr rrrthr
VLDL cldl
HIH hih
shame shtmi
are ahrj
VHDL vhld
dated dltld
ill ilh
shall shdll
MSI tmsi
VHD vvd
ill ilw
dasi dlsi
soil siil
solid ishlid
DCL dcl
ill ihll
rilly rilll
show sh1wi
Shula siula
sick sicyi
ASRM asri
no 2no
of 58
Sth sth
YY yy
th 8th
twain thwain
Ali ali
a 8
th 0th
Pennell rennell
majesty majestys
death deatli
been heen
been heen
askaris iskaris
Pennell rennell
Melinda melindi
been heen
lessened lessenled
I 1
Mathews mathews
Alis alis
death deatli
pW pw
blanche sblanche
Grenfell grenfell
resmell reimell
nor nior
bluejackets blue-jackets
Mathews mathews
pittance mittance
armed armcd
been heen
Khalid khalid
body bodd
Khalid khalid
Grenfell grenfell
Khalid khulid
twain thwain
imaum emaum
IU iu
in oivn
diplomatic plomatic
Lloyd lloyd
Mathews mathews
captain capitain
Lindley lindley
twain thwain
of 11
sounding soundinga
of 28
Bundeli bundali
date datu
Bundeli bundali
date datu
a 5
rid ri2
cliffs clihfft
sodden soden
sonne sonnen
