revised   word
suspended snsnended
Hu hu
a 7
Asquith asquith
comptez com-ten
of 70
deaths weaths
Winnett minnett
of 61
Grossmith grossmith
senior senio
Asquith asquith
santa stnta
a 7
graciously gracionslv
campaign compaign
law luw
a 4
decorate dccorat
has lias
brilliant brilliaut
MMU mju
ten tjn
of 40
of 38
ills jlls
a 5
a 5
th 4th
Reuters reuters
Reuter reutei
under unuer
RLC clc
snarl qnlrl
I 1
fog fhg
the jhe
gum guom
tens tlns
a 0
th 4th
orgies orgie
est 1st
were weie
a 9
of 10
a 9
of 10
a 9
of 15
a 9
of 15
a 9
of 15
a 8
a 7
a 2
of 15
Pemba pemba
I 1
a 2
I 1
a 2
a 3
a 4
swinery swinerd
a 4
I 1
ula ulj
i 4i
I 1
a a5
a 1a
is 1is
ataxia atauia
Liu liuj
JC jc
I 1
Stephens stephens
Pemba pemba
Mohamed mohamed
Abdullah abdallah
with 26th
Mohamed mohamed
Jas jas
Souza souza
with 30th
Hathorne haythorne
with 26th
SJ sj
a 5
I 1
AJ aj
ai iai
a 4
j 1j
JJ jji
Afr afr
JJ jji
as asy
JJ jjl
a 0
JD jd
Ij ij
kJ jkj
j 4j
Ali ualji
idle ijle
of 01
a 4
i 4i
JV jv
jail jajl
i 4i
j j6
Ul ul
in i41
lay la5yy
Jl jl
AAII aaji
WPS jps
kJ kj
Ij ij
Ji ji
Ajit ajij
ll lla
JJ jtj
u 4u
of 41
mijl aijl
i 4i
i 4i
a 4
JJ jj
a 4
jaw jaj
CJ cj
MFJ jfj
Jl jl
his hiy
all al5l
Hathorne haythorne
lie li1
I 1
a 8
th 1th
th 4th
a 3
the tlhl
fill flil
yacht yhrht
curl cu3l
html htvl
quasi qaiusi
roll rcll
swinery swinerd
sill siml
of 41
viral virzl
a 8
sealed tsealed
with 11th
Galbraith galbraith
est 1st
Pemba pemba
of 28
Mohamed mohamed
made nade
Abdullah abdullah
mood masood
Mohamed mohamed
deceased decesed
moaned mobaued
frown ffjwn
proceed procee
sown sbwn
must 31st
my m2
zanzibar zanziar
Sth 2sth
ll llj
of 11
Iny iny
shiai sjiai
Aus aus
I 1
a 3
Ij ij
j 11j
Ji ji
shia sjia
k k3
I 1
a 8
and 2nd
with 29th
Morison murison
with 27th
of 22
Kassa kassam
Nanji nanji
caffer jaffer
hair hamir
frame framji
caffer jaffer
hair hamir
Kassa kassam
Nanji nanji
Minni miani
Kassa kassam
caffer jaffer
hair hamir
with 20th
must 21st
Kassa kassam
Nanji nanji
Minni miani
Husein husein
Kassa kassam
with 20th
word 23rd
with 25th
caffer jaffer
hair hamir
Kassa kassam
Undis hundis
rd 3rd
th 7th
th 8th
th 6th
th 7th
caffer jaffer
Lali lalji
with 20th
zihar zibar
with 20th
list 2ist
Ismaili ismailji
amici amiji
caffer jaffer
hair hamir
with 20th
Ij ij
legal le8al
halala hawala
agar agam
caffer jaffer
hair hamir
a 4
halala hajala
of 90
halalas hawalas
about abdut
caffer jaffer
hair hamir
reliable relable
halalas hawalas
accept acfcept
caffer jaffer
hairs hamirs
Retha jetha
Lilia lilia
must 21st
caffer jaffer
hair hamir
a 4
Ismaili ismailji
amici amiji
dishonoured dishojoured
caffer jaffer
hair hamir
dishonoured dlshonoure3
misact msact
Offa offda
saving savino1
firm mgfirm
bankrupt bankrapt
telegram telegiam
with 28th
corner toraner
of 11
mulet mulent
those oh8se
stion ytion
of 48
follows follows-i
of 10
every everv
inditing indipin
I 1
to fto1
man mvtan
he h7
air aiu
person pqraon
in inw7
of ofy
creditors creditorbr
for fors
preference preferece
tutors pttors
making makino
nov nnv
same thsame
the ths
tythe tythp
rested fesfted
tens tns
hatest hatsnst
the tht6
sent dsent
make maklg
time tiue
and 80d
for foro
stopt bstopt
louk lcouk
Ander ander
NFT nft
me gme
caffer jaffer
hair hamir
the tbe
trustee trastee
shot shotk
IP ip
caffer jaffer
hair hamir
a 2
of 16
to t0
discharge dlscharge
view vlew
caffer jaffer
hair hamir
pre ipre
I 1
manger mafger
a 4
of 10
a 4
of 19
a 2
caffer jaffer
hair hamir
vessel jessel
parce parie
of 19
of 15
of 16
with 20th
Undis hundis
manager mahager
inference pnference
emphasized emphasizid
deceivers beceivers
telegram telegran
although althouh
complete conplete
pocket pockt
Easton easton
jar jafr
hair hamir
repay rejiay
receiver beceiver
maison mubison
and 22nd
count coubt
zanzibar zanziba1
criminal crimikal
prosecute prosecut
I 1
Ali ali
Jessa jessa
a 2
a 3
Cosme cosme
Souza souza
accum accu
frame framji
I 1
lascar lascari
a 2
a 3
of 21
I 1
Ali ali
Jessa jessa
a 2
a 3
Cosme cosme
Souza souza
regulations begulations
of 43
regulations begulations
Ali ali
Jessa jessa
elderman ellerman
Cosme cosme
Souza souza
elderman ellerman
Ali ali
Jessa jessas
Ali ali
Jessa jessa
theaters theterms
elderman ellerman
Ali ali
Jessa jessa
frame framji
apart badart
Esher esher
budget budgett
bennington binnington
I 1
of 38
of 20
reports beports
budget budgett
bennington binnington
I 1
QB qb
of 38
Ali ali
Jessa jessa
Ali ali
Jessa jessa
a 4
Cosme cosme
Souza souza
richard bichard
Percy percy
Galer galer
and 2nd
Menzies menzies
def dkf
Souza souza
of 16
of 15
of 15
Cosme cosme
Souza souza
lascar lascari
and 2nd
of 15
Cosme cosme
Souza souza
of 16
Souza souza
lascar lascari
Cosme cosme
Souza souza
of 21
regulations begulations
Uis uiy
of 11
me ime
allowed llowed
regulations begulations
instituted istituted
egards igards
idence ndence
tore etore
I 1
I 1
Ve ve
Ilke ilkel
airable ailable
Stephens stephens
I 1
inner iwner
issuance itusance
navigation javigation
to jto
mellow mellor
saithe saidthe
recurrence ecurrence
locked loceed
pendant mendant
Ven ven
mental mentat
fits fias
ocular cular
to t0
go g0
to t0
and a11
bority tbority
all allw
servants servantsto
men 5en
Safi isacfi
foi f0i
in ih
ointment ictment
Cosme cosme
Souza souza
anal anrl
sees iees
low loh
j 1j
Stephens stephens
zanzibar anzibar
word 23rd
of 12
a 4
majesty majestys
majesty majestys
Entwistle entwisle
majesty majestys
guary ruary
local eocal
the tfe
Mansfield mansfield
alders aders
FFI ffi
and 2nd
a 3
alders aders
with 28th
Morland morland
Morland morland
Pemba pemba
Pemba pemba
Morland morland
very tery
of 81
these these3d
of 41
gambo ngambo
a 5
I 1
three thuee
a 2
a 5
Morison murison
alders aders
I 1
a 2
bloodsucking blood-sucking
uropods ropods
never eever
alders aders
subjects subjectsi
unlit unlim
alders aders
guinea puxnea
alders aders
for wor
we wj
alders aders
zanzibar zanzibai
Janssen janssen0
Janssen janssen
of 36
with 27th
Morison murison
Morison murison
Vaughan baughan
swinery swinerd
Gardner gardner
est 1st
and 2nd
of 42
of 45
d 4d
of 43
of 44
of 44
of 43
of 47
rd 3rd
of 38
of 41
of 44
of 46
stir 4tij
of 40
of 43
of 45
of 43
captain captainf
CMG cmg
forche forihe
of 18
Gardner gardner
Morison murison
Durand durand
cursen curwen
a 8
a 8
of 14
of 10
of 12
of 98
fete foete
IU iu
a 4
of 13
conjunction contunction
HMS hms
a 3
leafit liafit
buoy buov
owing owiiw
IU iu
flagship elagship
permission permisssion
old olj
Hutton hutton
fivish fivtsh
cap hcap
a 6
of 27
of 28
a 6
of 27
of 28
a 7
a 0
a 4
of 20
a 6
of 40
a 4
a 7
a 7
of 27
of 25
of 42
of 27
not uot
est 1st
and 2nd
rd 3rd
a 3
of 37
of 26
a 3
of 41
of 20
a 3
of 38
a 8
a 3
of 37
of 35
a 3
of 37
of 58
est 1st
a 4
of 58
of 37
a 5
a 9
of 21
a 5
of 44
a 5
of 21
of 13
of 25
of 18
suite suita
I 1
a 3
of 49
a 8
a 4
of 13
a 9
a 3
of 44
of 11
a 3
of 38
of 27
a 5
of 26
a 3
of 37
of 22
a 5
of 26
of 55
Samani samaki
I 1
a 3
of 41
of 15
a 5
of 44
of 33
a 4
a 5
a 6
a 7
a 8
a 9
of 10
of 11
of 12
of 13
of 14
of 15
of 16
of 17
of 03
of 44
of 21
a 6
of 57
of 32
a 7
of 05
a 8
a 8
of 42
a 9
of 24
of 10
of 21
of 11
of 46
of 12
of 38
a 2
of 09
a 3
of 13
a 3
of 56
a 5
of 24
a 6
of 03
a 6
of 39
a 7
of 15
of 48
a 7
of 23
a 9
of 02
a 9
of 50
of 10
of 59
I 1
a 2
a 3
a 4
of 27
of 44
of 36
of 13
glei gnei
th 6th
with 17th
of 11
hers ehers
jail jaib
with 14th
with 15th
stand stant
with 28th
Talati talati
auction auction7
undermined underjned
of 10
must 21st
place alace
Humber humber
of 20
accessories ccessories
Darra darrac
of 10
decision deidion
a 8
with ith
with 28th
eucti aucti
Talati talati
undermined uuderined
with 10th
MSPH isph
by mby
auction auctiou
usehold isehold
dentist ientist
property piopeity
zanzibar lanzibar
with 28th
Talati talati
rd 3rd
of 89
of 15
a 6
with 26th
d 3d
th 8th
I 1
kemple kemplen
of 01
of 00
befoul befiul
est 1st
idle hdle
pages pkges
of 11
of 14
tete ette
a 4
with 16th
must 31st
with 12th
europe enropo
and 22nd
ileon ildon
est 1st
and 2nd
rd 3rd
of 70
of 50
j 25j
of 50
est 1st
and 2nd
a 3
rd 3rd
a 3
of 10
coal poal
and 22nd
deal doal
with 21th
I 1
a 6
a 3
c 1c
of 25
of 50
est 1st
and 2nd
rd 3rd
of 45
jing jirg
we wj
it 40t
est 1st
a 4
and 2nd
a 7
rd 3rd
of 50
of 25
of 40
Atal atal
with 27th
of 15
I 1
c c3
re r3
of 25
of 50
ice icg
he h6
a 3
to tq
I 1
of 75
bhava khava
Kismayu kismayu
with 18th
Ij ij
a 2
a 0
est 1st
and 2nd
rd 3rd
I 1
a 3
of 13
est 1st
and 2nd
rd 3rd
j 2j
all 5ll4
of 11
all 97l
of 31
with 25th
JRC j2c
bish bis1
edges nkges
bianco bisnco
with 16th
a 3
goura gopra
pages puges
a 2
est 1st
and 2nd
rd 3rd
Ji ji
deal doal
pages pkges
with 16th
est 1st
I 1
of 16
of 19
and 2nd
rd 3rd
much muc
TTL ttel
riga iiga
Lalage lalave
of 27
of 11
of 50
progun prorun
dawn davn
side sibe
est 1st
and 2nd
rd 3rd
of 05
bar zbar
Balawa barawa
Pemba pemba
with 19th
Toni toni
a 9
Chaker chakero
of 20
bimli bomli
the thp
okay okuy
est 1st
and 2nd
rd 3rd
passengers passeugeis
and 2nd
rd 3rd
of 15
deal doal
with 17th
ubique mbique
est 1st
pages pkges
of 13
a 2
and 2nd
rd 3rd
as ns
troop tnropo
must 21st
ll l0
a 2
i 7i
a 3
a 2
and 2nd
rd 3rd
too ooo
of 00
Afra afrua
Kismayu kismayu
with 16th
est 1st
and 2nd
rd 3rd
I 1
I 1
it itq
munga mjunga
a 3
I 1
a 3
I 1
Suarez suarez
of 12
of 40
of 10
of 19
of 12
of 53
pages pkges
peri pieri
various vaiiouss
Ul ul
a 6
and 2nd
rd 3rd
of 52
ses s3s
URC urck
of 22
of 54
arid arii
est 1st
and 2nd
rd 3rd
a 4
of 15
pernea purnea
a 0
I 1
deal doal
email jmail
messin mzessin
vegan nvegan
nails iails
steamers iteamers
Elva elvc
disco bisxco
bident iident
a 4
coal uoal
a 7
zat zai
bars ibars
Ouse ouse
afrit afrio
and 2nd
Asc asc
gs 1gs
bar zbar
Pemba pemba
leg 57g
too ioo
of 20
asks 5s9s
of 31
go 1g1
of 67
of 28
of 11
of 29
of 28
of 33
of 33
of 31
of 30
of 24
a 9
of 10
leg 57g
of 10
a 8
of 10
of 10
leg 03g
Bendix endix
I 1
pompa pomba
swinged swineed
thief tliief
swinged swineed
of 16
a 4
a 4
gazette iazette
of 17
rivlin ivlin
nail nali
of 26
of 27
of 28
of 29
I 1
a 2
a 3
a 8
a 8
of 24
boys boms
of 24
I 1
a 2
a 3
a 6
pernea purnea
nails lails
the thep
Mai mai
pernea purnea
masa mbasa
est 1st
with 29th
february tebruaiy
red 3ed
Balawa barawa
pernea purnea
Oxus oxus
Wilhelm wilhelm
odour adour
umbella umballa
kiowa kilwa
Koenig koenig
Balawa barawa
ovum rovuma
president praesident
Boyd boyd
bloc bvoc
gies giesc
schwa schaa
hold holdt
miller imiller
Taiden tanden
Bremer bremer
go 1g5
I 1
of 97
of 25
of 25
of 55
city lity
zanzibar zanziba
tanzib zanzib
bar zbar
bar zbar
Pemba pemba
slam dsalam
Kismayu kismayu
slam dsalam
Pemba pemba
Kismayu kismayu
Durban durban
genua genuai
of 26
of 27
JBS jls
of 27
Pemba pemba
of 27
of 28
of 27
madagascar ladagascar
of 28
a 2
a 3
a 2
a 4
IU iu
est 1st
with 29th
th 9th
a 7
th 9th
th 9th
with 20th
with 18th
with 26th
with 24th
out outw
RDS rds
meager meamer
marseilles mageilles
pernea purnea
with 29th
with 26th
th 8th
both bsth
th 5th
th 5th
rd 3rd
rd 3rd
may mav
with 18th
with 15th
with 13th
with 27th
with 24th
with 24th
CJ cj
out outw
msg hmsg
Hutton hutton
florence ilourence
of 17
Nuristan muristan
it 9t
briar bruarv
of 59
of 16
a 4
of 10
of 89
of 62
of 18
a 5
a 3
of 88
I 1
th 9th
a 8
th 7th
march mardh
COI coi
of 28
officer oflicer
theirs theikers
Brooke brooke
Brooke brooke
zanzibar anzibar
agents agkents
a 4
gazette gaiette
of 19
Afrika afrika
Zinzar zanzar
chinse chinde
umm um0
Lobito lobito
ace asce
Owen owen
pp pj
cache ca8he
cable cajle
Pascoe gascoe
gain gaik
with 10th
and 22nd
with 19th
with 17th
with 14th
word 23rd
with 20th
with 18th
from frm
connection connecon
ATH ath
april anril
cte ctle
and 2nd
mile cile
Tyson tyson
egg 9gg4
closely aloseley
afraid arraid
Southampton southampton
frontal fronatal
avert avest
frontal fronatal
of 10
Amo amo
return beturn
available anailable
coasts coastse
reduced beduced
information aminformation
must 31st
with 17th
commodore kommodore
with 14th
of 30
Kancler kanzler
with 19th
of 30
with 11th
of 26
of 30
with 10th
during durinft
hoist hoisi
auto autb
president prjesident
Kancler kanzler
th 7th
est 1st
must 21st
must 21st
rd 3rd
est 1st
discharging dscharging
j 8j
of 91
a 3
disform disfor
Ima ima
Lloyd lloy
he 3e
nina iinba
ink inlk
Teh teh
martyr myrthyr
nation jation
agents igents
macallums mccallums
whisky wbisky
Jas jas
Russon rgusson
wraith iwraith
co cov
whist whisi
full ofbull
of 20
a 4
a 4
national nazionale
service servizi
maritime marittimi
I 1
pupil pvpiv
for fom
dismay kismay
Mayport malport
am 8m
Catania catania
fathom lalhom
company companys
levanto levantc
Anthe andthe
missionaries missionajes
rals 0rals
lesson besson
geal geeal
morsel marsel
Humber humber
age ageh
Etienne etienne1
collins colvians
Colman colman
dolmans colmans
I 1
I 1
scarce starce
Lipans lipdns
unbroached unproached
because 2ecause
Karr zarr
lesson besson
boasted boustead
of 28
Talati talati
Morison murison
of 28
a 2
filters eilters
requisites eequisites
rubber kubber
blunders blundells
IP ip
correspondence jobrespondence
advertisements jvertisements
pulsion pubsion
later olater
of 10
the ohe
guarantee guaranted
of 16
of 50
a 9
of 75
cent centa
a 0
of 37
a 0
of 75
I 1
of 50
a 0
of 25
Wilkinson wilkinsons
bed bpd
debut deb1uv
of 75
worldwide world-wide
your yur
take tako
Wilkinson wilkinsons
you vou
mess hmess
tortoiseshell tortoise-shell
bone ebcne
lactate lacatc
atter attei
ton tion
vain ivcain
Galle galle
cell ceyl
zar za1r
solve s1lvs
Hu hu
a 3
mm wmm
of 24
cette zette
a 4
oomph oompm
time tijej
maritimes marit1mes
tiars tivars
Mayotte mayotte
Manutius maiutius
book bookd
for for4
besand beaand
lumen lurenc
Majunga majunga
Tulear tulear
data dava
tufts tuets
ills illes
with 27th
with 28th
above fpbove
terranean erranean
lasques larques
Durban durban
ilth i2th
Ji ji
Gil gmil
verify vemfiy
service servizi
maritime maritimi
tm tmd
Comoro comoro
Majunga majunga
and a11
est 1st
class class3
and 2nd
aims ailm7s
with 28th
with 25th
Othe ofthe
following followincr
month m0nth
est 1st
and 2nd
males madles
service seevice
the thes
with 25th
Comoro comoro
ISS iss
Moroni moroni
mohel mohely
Mayotte mayotte
majus majun
zant zanz
appoint appoin
Leeco lemco
anoli anolk
inviting invisng
glance glavice
Je je
local lmcol
of 20
Georges georges
a 0
of 11
of 12
th 4th
Pankhurst pankhnrst
Pankhurst pankhurst
a 5
Asquith asquith
Clyde clyde
interviewed interviwed
powers powersto
friday priday
englishmen englishmens
Asquith asquith
Gower gower
th 7th
nonunionists non-unionists
Reuters reuters
ton tion
Tiou tiou
th 5th
Elbing elbing
Reuters reuters
a 6
of 30
Reuters reuters
