revised   word
him fim
perdendo pedendo
socies socios
assented ausentes
averse faserse
representor representar
Davida devida
ll l5
Jal jal
j j5
j 5j
coat caatw
jct jcj
vi vvi
cook cgjk
ill il9
Ju ju
JJ jj
left 4vft
ll yl
a 0
of 45
j j0
taj t5j
a 4
Ve v51
tic tjic
Ij ij5
Ji ji
jaw jw
a 5
AJ aj
rivi iivi
a 4
jail javl
Avi avwi
Jovi jwvi
busy 3usy9
jai jji
oak oaj
to t5
AJ aj
fifty jiftl
am jm
of 11
maat iaat
a 0
a 7
aide aiue
tiu jtiu
hajj aajj
a 0
a a1
via 5ia
JJ jj
jay jayi
RL rl
may iayj
apii aiii
Jala jalv
of 11
OV ov
by b4
AJ aj
aunt auit
JV jvj
Avi avi
I 1
JJ jj
saul sauv
j 44j
Axa a4a
lo 0lo
Illaea illaa
JC jc
oak oaa
tea t5a
juv juvj
sta osta
jaw jaa
JCA jca
Oita oita1
ovo ovi
ii yii
cab oab
JJ jj1
Jl jvl
a 0
a 4
of 11
geal geral
lion liom
ii iiu
ich i4h
Hirai hitai
our aur
hand hlasnd
said tsaaid
EI ei
I 1
SJ sj
Ju ju
rtw 5tw
art arrt
cry ciy
otto ctto
vol vhl
hot hlt
oh ioh
shaft shtaftn
item iitfm
the tht
of 11
RLT rlt
iii iiiu
cair ciir
clot ytlot
our ourj
ill ijwl
Ve v4
Cotati cototi
of 15
bedrooms bed-rooms
with 29th
a 9
of 07
sum sqm
blister beeister
of 35
with 16th
cantino cansino
a 7
Blackfriars black-friars
Kuropatkin kuropatkin
with 11th
Reuter reuter
Tila tila
fish fnshu
Reuter reuter
Fushun fushun
night niglt
Fushun fushun
Oyama oyama
Safi 13fi
Kuropatkin kuropatkin
th 9th
kisan kuisan
of 90
with 10th
McCullough maccullough
Reuter reuter
hunh hunho
Fushun fushun
pho puho
Kuropatkin kuropatkin
a 6
with 11th
routier rouvier
Charcot charcots
Oyama oyama
NBO pnbo
with 11th
visual ivshal
Oyama oyama
Safi 14fi
Kuropatkin kuropatkin
Wyndham wyndham
Balfour balfour
Balfour balfour
fellows fellowes
Onslow onslow
has lias
Kuropatkin kuropatkin
with 11th
storming smorming
telling tiehling
of 16
tilling tieling
wounded wouuded
with 28th
with 11th
Menelik menelik
italian byitalian
Kuropatkin karopatkin
with 11th
th 7th
Oyama oyama
of 70
of 15
Fushun fushun
enemy enemys
russia kussia
better beuter
shako shaho
passion pmssian
Jibouti jibouti
with 10th
th 8th
of 10
cannonading cannonadingto
better beuter
th 8th
Kuropatkin uropatkin
Reuter reuter
Oyama oyama
geal geral
a 7
Margo margo
antonio axtoxio
Ferreira ferreira
Ali jli
CAC cac
geal geral
