revised   word
a 2
a 3
I 1
a 6
a 0
a 0
a 6
a 6
a 6
a 0
swinery swinerd
of 15
of 15
of 16
of 16
of 16
of 16
a 4
Pemba pemba
a 6
ami aji
crupper cruppi
ext exte
Owen owen
smallpox small-pox
of 47
smallpox small-pox
Morley morley
Vte vte
Rosebery roseberys
the tne
Morley morley
Pakis pakis
Georges georges
Clarette claretie
director dircctor
theatre threatre
francaise erancaise
Daudet daudct
Clarette claretie
with 24th
with 25th
Janean januan
Montagu montagu
a 7
rd 3rd
of 57
of 23
canada canadf
leg 42g
Motherwell motherwell
a 2
I 1
anal ancl
drums deums
militia miiitai
unveiling unveilling
hath hathra
Basra basra
Mosby mosbi
kubba kubwa
Ndongo ndogo
mlange mlango
Judi sudi
kipage kipange
waltz walezo
dung dunga
diwani ziwani
Toni mtoni
Belem yelem
jizya jipya
Ndongo ndogo
Ndongo ndogo
kubba kubwa
Kitlope kitope
pangenic pangeni
mahonia mahonda
a 7
with 13th
conditions conditions-
th 6th
TFT tft
a 4
LOI loii
DWI dwi
volti vflti
swinery swinerd
hr hr5
a 6
wet weti
with 20th
Galbraith galbraith
th 6th
cocoanuts coeoanuts
Pemba pemba
of 13
slim sulim
mine mhine
mahomet mahomed
mine mhine
Ali ali
mark mbaruk
Suleiman suliman
mine mhine
chase chake
Pemba pemba
Pemba pemba
a 9
Pemba pemba
chase chake
chase chake
and 2nd
Pemba pemba
lui luji
sye syj
is isj
JJ jj
sao sjao
is 4s
UB ub
JSC jsc
Ujiji jujiji
bar bjr
foi fji
Braidwood braidwood
e ej
a 5
a 3
a 5
a 7
of 26
I 1
of 30
of 25
of 17
of 29
a 9
I 1
McClellan mcclellan
with 25th
a 7
Pemba pemba
PIO pnio
of 28of
administration administkation
cads cadsl
mahomet mahomed
Suleiman suleman
Bav bav
Andri mandri
Zulema sulema
Ali ali
Suleiman suleman
mahomet mahomed
their theiu
muleman buleman
Landri alandri
decree declee
entera enterca
th 8th
th 7th
hotel hotelm
put puj
vv vv1
Jy jy
epi 1pi
I 1
the thp
of 19
ulna suklna
tact toact
britannic hritannic
majesty majestys
th 6th
Lindsey lindsey
bankruptcy bakkruptcy
a 8
mna jmna
easiness ensiness
shake ghake
chase chake
Pemba pemba
must 21st
of 10
sophia sukhia
est 1st
cry cr11
a 6
I 1
film eilm
of 11
Ali ali
gulas gulam
evil eiil
up u1
b jb
frame framji
Reece reece
wry wrj
SCA sc1
UB ubj
in ih
Pemba pemba
I 1
naso nasor
Mohamed mohamed
wet weti
need nxed
th 9th
Braidwood braidwood
Pemba pemba
chase chake
chase chake
dicted victed
pp p1
Ismail ismail
jug jpg
dead dfbad
these tkese
of 16
cuminal cnminal
I 1
this tbis
alto wlto
conferred conterred
disgig distig
zanzibar zanziba
PLP plp
not noto
Chiou coiou
as as1
estates estabhs
won woi
of 26
enter egtee
abrogated ahrogateu
a 7
a 9
of 16
a 2
of 16
a 2
jurisdiction lurisdiction
celure cedure
I 1
of 13
rd 3rd
of 10
which vhich
kale kalu
of 37
of 97
to uo
jurisdiction iurisdiction
true ture
of 16
a 2
follows lollows
I 1
a 2
a 3
I 1
of 18
a 2
a 2
th 7th
final minal
shall shal
NC nc
elm elu
I 1
mud muu
the thef
Sible sible
of 75
give oive
of 75
a 9
of 75
finding linding
the ihe
final minal
a 7
of 75
a 9
pal xal
pump puip
mon mo1
clot llot
OV ov
of 75
Ancier uncier
in jn
of 77
a 7
of 24
any aiy
final minal
Berar berar
use uie
rode 0ode
and und
Berar berar
co coj
for eor
I 1
Ijo ijq
I 1
I 1
as ns
lie tlie
identic identi
I 1
tie tjie
previous nrevious
TFX tf1
necessary necessay
lilac aiyac
comical cnmiual
action bction
the gthe
must 21st
Lindsey lindsey
maison mubison
rope rjpxe
thermo thermg
the t11
Tomlinson tomlinson
in nn
ll llv
eve teve
man sman
most lmost
KE ke
section sxctioh
geneal geneml
dorsi corsi
facto zmcto
office oftiie
dorsi corsi
Othe ohhe
front fgonot
SMS sms
of uf
nazi mnazi
moxa moja
th 4th
president president1
cut cupt
barton bbarton
sect secv
dick hmdick
Phillips phillips
wings wiggms
agency agencv
element ernment
Sinclair sinclair
clarke clarkes
man manv
residents iesidents
deve devo
goodwill goodwisl
Gordon gordon
pernea purnea
Basham bagham
friday fridav
of 18
of 11
est 1st
I 1
a 9
a 2
a 2
a 7
was wras
Weddell weddell
virtue vizthe
sayyid seyyid
Bargash bargash
Weddell weddell
of 18
of 14
a 4
Suleiman suleinan
of 12
Gardner gardner
a 9
sayyid seyyid
Kathie kathis
sayyid seyyid
Bargash bargash
inspector insfectoh
of 11
a 3
zanzibar zanzibab
of 14
a 2
a 3
crossing crossin
are arc
a 3
of 10
a 3
a 3
of 30
a 3
a 3
est 1st
a 3
of 55
of 20
I 1
I 1
a 0
I 1
I 1
a 0
that ltcat
of 30
I 1
of 53
a 0
of 27
I 1
of 28
a 5
I 1
of 52
of 15
th 7th
Sinclair sinclair
rainfall rainfal
IU iu
of 79
these these34
of 43
a 2
use uie
roary ruary
with 15th
sailors slnlors
of 11
of 51
Gardner gardner
of 15
of 42
Morison murison
of 15
of 12
of 15
Janssen janssen
of 15
of 50
of 11
of 17
of 45
Weddell weddell
of 15
of 51
of 51
I 1
a 2
of 86
of 87
of 89
of 89
of 91
of 79
use uie
j 79j
of 84
Weddell weddell
baraza barawa
Pemba pemba
th 5th
th 9th
pernea purnea
th 5th
a 3
a 8
a 8
a 9
of 11
of 12
I 1
a 2
a 3
a 4
a 4
a 5
a 6
a 6
a 6
a 7
a 8
a 9
of 10
of 11
of 12
of 13
of 14
of 15
of 16
of 17
of 18
of 19
of 20
a 0
of 46
of 45
of 10
a 4
of 40
of 51
of 40
of 22
of 56
of 28
a 0
of 31
of 59
of 22
of 13
of 24
a 5
a 9
of 10
a 0
a 2
a 3
a 4
a 4
a 5
a 5
a 6
a 6
a 7
of 55
of 19
of 17
a 2
of 39
of 12
of 44
of 16
of 45
of 15
bando babdo
of 12
a 7
est 1st
with 15th
and 2nd
pundum pundua
rd 3rd
am amj
Macaulay macaulay
th 9th
pernea purnea
th 9th
kiswa kilwa
Kismayu kismayu
with 11th
Malinde malindi
lamp lamu
Kismayu kismayu
baraza barawa
plight pligos
of 25
up 17p
it 2t
a 9
I 1
of 29
of 21
of 22
of 83
a 0
Kismayu kismayu
with 14th
slam dsalam
Kicva kihva
Lindi lindi
Malinde malindi
lamp lamu
Kismayu kismayu
pkgs pkgcs
c 2c
it 7t
up 56p
of 23
of 26
of 10
bar zbar
baraza barawa
Pemba pemba
rd 3rd
page pkgea
a 3
hoti woti
a 5
of 29
of 15
baraza barawa
Pemba pemba
with 10th
moan mkoani
Mio mko
of 52
wined swinebd
a 7
of 13
edward kdnard
HIH 0ih
a 0
a 0
a 0
of 25
of 17
a 8
of 10
of 17
of 19
of 23
of 25
of 28
of 29
Dunnegan dunvegan
Eduard eduard
pernea purnea
a 0
of 22
of 24
of 26
of 27
of 31
of 14
of 14
of 15
of 21
president pvaesident
I 1
a 0
a 2
of 10
of 19
of 31
president praosident
a 0
a 9
of 25
of 23
a 7
Zanzibari zanzibars
government goyernment
th 4th
bar zbar
Pemba pemba
think ithino
vivax vvax
leg 15g
BSI ibsi
eggs 1ggs
egg 7gg7
of 65
leg 15g
of 35
of 31
of 47
a 4
I 1
a 4
of 77
a 5
I 1
a 9
of 16
of 20
of 20
of 25
of 27
of 23
of 14
a 2
of 30
of 16
of 34
of 20
of 23
go g5
th 4th
Pemba pemba
co 4co
frail frasila
of 35
frail frasila
of 35
of 21
a 3
frail frasila
of 35
of 15
wined swinebd
of 14
a 7
of 15
of 28
I 1
a 2
a 3
a 4
a 3
a 0
a 8
a 6
a 2
a 3
a 8
of 24
of 24
a 9
a 9
a 7
a 6
a 0
a 7
a 3
a 3
a 8
I 1
a 5
a 9
curnie cureie
with 28th
th 6th
tons tons1
lit litv
baraza barawa
pernea purnea
Kancler kanzler
using umsinga
glad glau
Wilhelm wilhelm
baraza barawa
zaffer jaffer
Scutt schutt
Robertson robertson
greige greiwe
johnson ohnson
Shepperd sheppord
go 1g5
sg 1sg9
of 25
of 97
of 25
of 59
go 1g5
Jerman joerman
german gcrmar
zanze zanzi
bar zbar
of 01
bar zbar
I 1
of 01
OSD osd
a 0
bar zbar
Pemba pemba
Durban durban
slam dsalam
Pemba pemba
baraza barawa
Pemba pemba
of 28
Pemba pemba
of 73
of 13
a 4
reach rench
of 23
of 80
of 20
a 2
of 10
favour fkvour
Brooke brooke
VM vm
Oswald oswaud
chine chinde
with vith
Lobito lobito
naples kaples
with 25th
and 22nd
with 20th
Dunnegan dunvegan
Henderson henderson
with 24th
must 21st
with 19th
with 10th
th 9th
with 16th
word 23rd
of 30
th 6th
with 13th
kohl lohl
age 9ge
warmer walmer
Kendall eendall
Tyson tyson
Moseley moseley
bank bnk
Bremner bremncr
kiss kisb
book bookc
TGV tgv
found fovnq
between hptween
tic tlic
situ sciiu
ticket ticketi
reduced eeduced
sailing sailin
missis messis
of 16
a 7
pernea purnea
royal eoyal
tried tliep
pernea purnea
with 29th
a 0
rd 3rd
est 1st
with 30th
Caledonia caledonia
with 12th
with 12th
th 9th
must 21st
must 21st
with 18th
and 22nd
must 21st
with 18th
init i9it
with 28th
with 26th
with 25th
pernea purnea
pernea purnea
Caledonia caledonia
Himalaya himalaya
rd 3rd
must 31st
with 28th
with 10th
th 7th
th 5th
with 10th
th 7th
th 5th
with 20th
with 17th
with 15th
with 26th
lgth 2gth
Nuristan muristan
sacristan avristan
a 4
with 11th
with 16th
goo jgoo
with 16th
Nuristan muristan
with 12th
I 1
OIt oit
pundum pundua
and 2nd
with 20th
ago agoa
and fnd
imban dmban
Durban durban
with 10th
of 28
a 7
you 19u
of 17
with 27th
Oxus oxus
with 28th
Mayotte mayotte
Havre havre
Durban durban
Majunga majunga
namely namela
Vu vu
Tulear tulear
Durban durban
with 12th
society societa
national nazionale
service servizi
maritime maritimi
Comoro comoro
Majunga majunga
est 1st
class classt3
and 2nd
rd 3rd
isth 2sth
with 25th
est 1st
and 2nd
service seeyice
with 25th
Comoro comoro
Moroni moroni
mohel mohely
Mayotte mayotte
Majunga majunga
colmars colmans
I 1
colmars colmans
I 1
embossed embosssd
sayyid seyyid
Ali ali
hamous hamoud
of 18
a 7
society societa
national nazionale
service servizi
maritime marittimi
Lala llla
Catania catania
Massawa massawa
Kismayu kismayu
company companys
levant levante
with 19th
and 92nd
c c1
yrivd brivd
coed coetd
denmark denznark
tortoiseshell tortoise-shell
bone ebone
fibro elibro
IU iu
vein veain
RJ rj
Galle galle
q 7q
Wilkinson wilkinsons
Gy gy
merl mmrl
odoom odoo7
ninety inhety
Wilkinson wilkinsons
cloner clonea
of 11
RBTL ubtl
muddles mltdles
flown flotln
as ns
RDT rdt
took tuok
OAP oap
aloft ahoft
keenly knenln
guarantee guaranted
bad bbahd
execute execut
a 3
Chatham chatham
of 20
a 7
a 7
of 21
lesson besson
lamp lamu
Humber humber
eternal epernay
evils eils
Beaune beaune
dares darmes
Etienne etienne
magnesia lagnesia
headache headaphe
drink drinfi
later vater
Td td
Somni somji
eyes jeyes
raised aistd
powder fowdeb
zomba momba
Talati talati
thinks hinks
I 1
blunders blundells
pay jpyy
gives oives
Ij ij
genuine qcnuine
of 22
a 7
Afrika afrika
a 4
Eduard eduard
president praesident
president praesidbnt
with 17th
word 23rd
th 7th
Eduard eduard
with 20th
must 31st
gith igth
gith igth
of 30
president praesident
word 23rd
of 25
with 13th
with 13th
president praesident
Alain alain
th 9th
with 25th
with 18th
with 17th
must 31st
th 8th
SJ sj
a 3
Lloyd lloyds
Guardafui guardafni
Delgado dalgado
Pemba pemba
martyr myrthyr
alexander ofalexander
Ferguson fergusson
McCallum mccallum
Jas jas
Jas jas
bulldog ofbulldog
a 4
